species_grp,order,family,species_code,common_name,scientific_name,count_2021,count_2020,count_5yr,cons_status,cons_score,cons_desc,diff,abs_diff,perc_diff,peak_month,native,description,image_url,website
birds,Accipitriformes,"Accipitridae: Kites, Hawks & Eagles",brwhaw,Broad-winged hawk,Buteo platypterus,1,0,1,Least Concern,0.3333333333333333,Significant increase in population in last 5 years.,Positive,1,1,March,Native,"The broad-winged hawk is a relatively small Buteo, with a body size from 32 to 44 cm (13 to 17 in) in length and weighing  265 to 560 g (9.3 to 19.8 oz). The tail is relatively short, measuring 14.5–19.0 cm (5.7–7.5 in) in length. The tarsus measures from 5.6 to 6.6 cm (2.2 to 2.6 in).[4][5] As in most raptors, females are slightly larger than males.[6] Broad-winged hawks have relatively short and broad wings, pointed at the end, which have a tapered appearance unique to the species. The wingspan can range from 74 to 100 cm (29 to 39 in), with the extended wing bone (standard measurement) measuring 22.7–30 cm (8.9–11.8 in).[5]",https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Julie_Waters_broad_winged_hawk.JPG/220px-Julie_Waters_broad_winged_hawk.JPG,https://en.wikipedia.org/wiki/Broad-winged_hawk
birds,Strigiformes,Strigidae: Typical Owls,brdowl,Barred owl,Strix varia,49,63,124,Least Concern,0.3666666666666667,Notable decrease in sightings from 2020-2021. High populations reported in last 5 years. Moderate increase in population in last 5 years.,Negative,-14,-0.2222222222222222,February,Native,"The barred owl (Strix varia), also known as the northern barred owl, striped owl or, more informally, hoot owl, is a North American large species of owl. A member of the true owl family, Strigidae, they belong to the genus Strix, which is also the origin of the family's name under Linnaean taxonomy.[3][4] Barred owls are largely native to eastern North America, but have expanded their range to the west coast of North America where they are considered invasive.[1][5][6]Mature forests are their preferred habitat, but they can also acclimate to various gradients of open woodlands.[7] Their diet consists mainly of small mammals, but this species is an opportunistic predator and is known to prey upon other small vertebrates such as birds, reptiles, and amphibians, as well as a variety of invertebrates.[8]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Strix-varia-005.jpg/220px-Strix-varia-005.jpg,https://en.wikipedia.org/wiki/Barred_owl
birds,Passeriformes,Calcariidae: Longspurs and Snow Buntings,laplon,Lapland longspur,Calcarius lapponicus,1,0,1,Least Concern,0.3333333333333333,Significant increase in population in last 5 years.,Positive,1,1,March,Native,"The Lapland longspur (Calcarius lapponicus), also known as the Lapland bunting, is a passerine bird in the longspur family Calcariidae, a group separated by most modern authors from the Fringillidae (Old World finches).",https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Lapland_Longspur_-_Calcarius_lapponicus_-_Sportittlingur_1.jpg/220px-Lapland_Longspur_-_Calcarius_lapponicus_-_Sportittlingur_1.jpg,https://en.wikipedia.org/wiki/Lapland_longspur
birds,Passeriformes,Hirundinidae: Martins and Swallows,barswa,Barn swallow,Hirundo rustica,4,20,24,Least Concern,0.01666666666666668,Notable decrease in sightings from 2020-2021.,Negative,-16,-0.8,February,Native,"The barn swallow (Hirundo rustica) is the most widespread species of swallow in the world. In fact, it appears to have the largest natural distribution of any of the world's passerines, ranging over 251 million square kilometres globally. It is a distinctive passerine bird with blue upperparts and a long, deeply forked tail. It is found in Europe, Asia, Africa and the Americas. In Anglophone Europe it is just called the swallow; in northern Europe it is the only common species called a ""swallow"" rather than a ""martin"".",https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Landsvale.jpg/220px-Landsvale.jpg,https://en.wikipedia.org/wiki/Barn_swallow
birds,Passeriformes,Parulidae: Wood Warblers,norpar,Northern parula,Setophaga americana,0,1,1,Least Concern,-0.43333333333333335,Notable decrease in sightings from 2020-2021. Notable decrease in population in last 5 years.,Negative,-1,-1,April,Native,"The northern parula is one of the smaller North American migratory warblers, often being one of the smallest birds in a mixed feeding flock besides kinglets or gnatcatchers. Length is 10.8 to 12.4 cm (4.3 to 4.9 in), wingspan is 16 to 18 cm (6.3 to 7.1 in) and body mass is 5 to 11 g (0.18 to 0.39 oz).[3] Among standard measurements, the wing chord is 5.1 to 6.5 cm (2.0 to 2.6 in), the tail is 3.7 to 4.5 cm (1.5 to 1.8 in), the bill is 0.8 to 1.1 cm (0.31 to 0.43 in) and the tarsus is 1.5 to 1.8 cm (0.59 to 0.71 in).[2] This species has mainly blue-gray upper parts, with a greenish back patch and two white wing bars. The breast is yellowish shading into the white belly. The summer male has bluish and rufous breast bands and prominent white eye crescents. At the end of the breeding season, individuals molt into a duller version of the breeding plumage. Females are similar-looking but tend to be duller and lack the breast bands.[2] The unique breastband fades in males and may disappear altogether in females.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Northernparalua20.jpg/220px-Northernparalua20.jpg,https://en.wikipedia.org/wiki/Northern_parula
birds,Passeriformes,Passerellidae: New World Sparrows and Towhees,y00226,Spotted towhee,Pipilo maculatus,2,12,32,Least Concern,-0.3,Notable decrease in sightings from 2020-2021. Notable decrease in population in last 5 years.,Negative,-10,-0.8333333333333334,January,Native,"The spotted towhee (Pipilo maculatus) is a large New World sparrow. The taxonomy of the towhees has been debated in recent decades, and until 1995 this bird and the eastern towhee were considered a single species, the rufous-sided towhee. [2] Another outdated name for the spotted towhee is the Oregon towhee (Pipilo maculatus oregonus). The call may be harsher and more varied than for the eastern towhee.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Pipilo_maculatus_2.jpg/220px-Pipilo_maculatus_2.jpg,https://en.wikipedia.org/wiki/Spotted_towhee
birds,Anseriformes,"Anatidae: Swans, Geese & Ducks",mutswa,Mute swan,Cygnus olor,0,2,2,Least Concern,-0.43333333333333335,Notable decrease in sightings from 2020-2021. Notable decrease in population in last 5 years.,Negative,-2,-1,March,Native,"The mute swan was first formally described by the German naturalist Johann Friedrich Gmelin as Anas olor in 1789, and was transferred by Johann Matthäus Bechstein to the new genus Cygnus in 1803. Both cygnus and olor mean ""swan"" in Latin; cygnus is a variant form of cycnus, a borrowing from Greek κύκνος kyknos, a word of the same meaning.[5][6][7][8]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Mute_swan_Vrhnika.jpg/220px-Mute_swan_Vrhnika.jpg,https://en.wikipedia.org/wiki/Mute_swan
birds,Passeriformes,Parulidae: Wood Warblers,prawar,Prairie warbler,Setophaga discolor,3,0,3,Least Concern,0.3333333333333333,Significant increase in population in last 5 years.,Positive,3,1,April,Native,The prairie warbler (Setophaga discolor) is a small songbird of the New World warbler family.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Prairie_warbler_%28Setophaga_discolor_paludicola%29_male_J.jpg/220px-Prairie_warbler_%28Setophaga_discolor_paludicola%29_male_J.jpg,https://en.wikipedia.org/wiki/Prairie_warbler
birds,Anseriformes,"Anatidae: Swans, Geese & Ducks",buffle,Bufflehead,Bucephala albeola,42,30,76,Least Concern,0.5166666666666667,Notable increase in sightings from 2020-2021. High populations reported in last 5 years. Significant increase in population in last 5 years.,Positive,12,0.4,January,Native,"The bufflehead (Bucephala albeola) is a small sea duck of the genus Bucephala, the goldeneyes. This species was first described by Carl Linnaeus in his landmark 1758 10th edition of Systema Naturae as Anas albeola.[2]",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Bucephala-albeola-010.jpg/220px-Bucephala-albeola-010.jpg,https://en.wikipedia.org/wiki/Bufflehead
birds,Passeriformes,"Fringillidae: Siskins, Crossbills & Allies",y00338,House finch,Haemorhous mexicanus,4,0,4,Least Concern,0.3333333333333333,Significant increase in population in last 5 years.,Positive,4,1,January,Native,"The house finch (Haemorhous mexicanus) is a bird in the finch family Fringillidae. It is native to western North America and has been introduced to the eastern half of the continent and Hawaii. This species and the other ""American rosefinches"" are placed in the genus Haemorhous.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/House_Finch%2C_Stratham%2C_NH.jpg/220px-House_Finch%2C_Stratham%2C_NH.jpg,https://en.wikipedia.org/wiki/House_finch
birds,Passeriformes,Parulidae: Wood Warblers,hoowar,Hooded warbler,Setophaga citrina,0,0,3,Least Concern,-0.16666666666666666,Notable decrease in population in last 5 years.,Negative,0,0,April,Native,"The hooded warbler (Setophaga citrina) is a New World warbler. It breeds in eastern North America and across the eastern United States and into southernmost Canada (Ontario). It is migratory, wintering in Central America and the West Indies. Hooded warblers are very rare vagrants to western Europe.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Wilsonia_citrina_%28Belize%29.jpg/220px-Wilsonia_citrina_%28Belize%29.jpg,https://en.wikipedia.org/wiki/Hooded_warbler
birds,Columbiformes,Columbidae: Pigeons and Doves,eucdov,Eurasian collared dove,Streptopelia decaocto,0,0,42,Least Concern,-0.03333333333333332,Notable decrease in population in last 5 years.,Negative,0,0,March,Native,"The Eurasian collared dove (Streptopelia decaocto) is a dove species native to Europe and Asia; it was introduced to Japan, North America and islands in the Caribbean. Because of its vast global range and increasing population trend, it has been listed as Least Concern on the IUCN Red List since 2014.[1]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Eurasian_collared-dove_%28Streptopelia_decaocto%29.jpg/220px-Eurasian_collared-dove_%28Streptopelia_decaocto%29.jpg,https://en.wikipedia.org/wiki/Eurasian_collared_dove
birds,Piciformes,Picidae (Woodpeckers),labwoo,Ladder-backed woodpecker,Picoides scalaris,0,0,2,Least Concern,-0.16666666666666666,Notable decrease in population in last 5 years.,Negative,0,0,February,Non Native,The ladder-backed woodpecker (Dryobates scalaris) is a North American woodpecker.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Ladder-back_Woodpecker_on_Cactus.jpg/220px-Ladder-back_Woodpecker_on_Cactus.jpg,https://en.wikipedia.org/wiki/Ladder-backed_woodpecker
birds,Passeriformes,"Cardinalidae: Tanagers, Cardinals, Grosbeaks & Dickcissels",norcar1,Northern cardinal,Cardinalis cardinalis,0,2,2,Least Concern,-0.43333333333333335,Notable decrease in sightings from 2020-2021. Notable decrease in population in last 5 years.,Negative,-2,-1,January,Native,"The northern cardinal (Cardinalis cardinalis) is a bird in the genus Cardinalis; it is also known colloquially as the redbird, common cardinal, red cardinal, or just cardinal (which was its name prior to 1985). It can be found in southeastern Canada, through the eastern United States from Maine to Minnesota to Texas, New Mexico, southern Arizona, southern California, and south through Mexico, Belize, and Guatemala. It is also an introduced species in a few locations such as Bermuda and Hawaii. Its habitat includes woodlands, gardens, shrublands, and wetlands.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Male_northern_cardinal_in_Central_Park_%2852612%29.jpg/220px-Male_northern_cardinal_in_Central_Park_%2852612%29.jpg,https://en.wikipedia.org/wiki/Northern_cardinal
birds,Passeriformes,Parulidae: Wood Warblers,prowar,Prothonotary warbler,Protonotaria citrea,0,2,2,Least Concern,-0.43333333333333335,Notable decrease in sightings from 2020-2021. Notable decrease in population in last 5 years.,Negative,-2,-1,February,Native,"The prothonotary warbler was described by the French polymath Georges-Louis Leclerc, Comte de Buffon in 1779 in his Histoire Naturelle des Oiseaux from a specimen collected in Louisiana. Buffon coined the French name Le figuier protonotaire.[3] The bird was also illustrated in a hand-coloured plate engraved by François-Nicolas Martinet in the Planches Enluminées D'Histoire Naturelle, which was produced under the supervision of Edme-Louis Daubenton to accompany Buffon's text.[4]  Neither the plate caption nor Buffon's description included a scientific name but in 1783 the Dutch naturalist Pieter Boddaert coined the binomial name Motacilla citrea in his catalogue of the Planches Enluminées.[5] The prothonotary warbler is now the only species placed in the genus Protonotaria that was introduced in 1858 by the American naturalist Spencer Baird.[6][7] The species is monotypic, no subspecies are recognised.[7] The genus name is from Late Latin protonotarius, meaning ""prothonotary"", a notary attached to the Byzantine court who wore golden-yellow robes. The specific citrea is from Latin citreus meaning the colour ""citrine"".[8] It was once known as the golden swamp warbler.[9]",https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Protonotaria-citrea-002_edit.jpg/220px-Protonotaria-citrea-002_edit.jpg,https://en.wikipedia.org/wiki/Prothonotary_warbler
